onset	duration	trial_type	load_type	processing_stage
1.081	3.166	Frac	Low	Cue
4.247	10.05	Frac	Low	Encode
14.297	10.004	Frac	Low	Maintain
24.301	3.214	Frac	Low	Probe
27.515	10.566	Frac	Low	Rest
38.081	3.133	Pos	High	Cue
41.214	10.033	Pos	High	Encode
51.247	10.004	Pos	High	Maintain
61.251	3.632	Pos	High	Probe
64.883	10.531	Pos	High	Rest
75.414	3.483	Num	High	Cue
78.897	10.034	Num	High	Encode
88.931	10.004	Num	High	Maintain
98.935	3.283	Num	High	Probe
102.218	10.513	Num	High	Rest
112.731	3.083	Num	Med	Cue
115.814	10.033	Num	Med	Encode
125.847	10.002	Num	Med	Maintain
135.849	4.939	Num	Med	Probe
140.788	10.526	Num	Med	Rest
151.314	3.117	Num	Low	Cue
154.431	10.05	Num	Low	Encode
164.481	10.001	Num	Low	Maintain
174.482	3.409	Num	Low	Probe
177.891	10.506	Num	Low	Rest
188.397	3.467	Frac	High	Cue
191.864	10.05	Frac	High	Encode
201.914	10.003	Frac	High	Maintain
211.917	4.918	Frac	High	Probe
216.835	10.529	Frac	High	Rest
227.364	3.133	Pos	Med	Cue
230.497	10.034	Pos	Med	Encode
240.531	10.002	Pos	Med	Maintain
250.533	5.349	Pos	Med	Probe
255.882	10.565	Pos	Med	Rest
266.447	3.167	Frac	Med	Cue
269.614	10.05	Frac	Med	Encode
279.664	10.002	Frac	Med	Maintain
289.666	6.745	Frac	Med	Probe
296.411	10.503	Frac	Med	Rest
306.914	3.367	Pos	Low	Cue
310.281	10.033	Pos	Low	Encode
320.314	10.001	Pos	Low	Maintain
330.315	2.448	Pos	Low	Probe
332.763	9.518	Pos	Low	Rest
342.281	3.65	Pos	High	Cue
345.931	10.033	Pos	High	Encode
355.964	10.003	Pos	High	Maintain
365.967	2.932	Pos	High	Probe
368.899	10.532	Pos	High	Rest
379.431	3.2	Pos	Med	Cue
382.631	10.05	Pos	Med	Encode
392.681	10.002	Pos	Med	Maintain
402.683	3.256	Pos	Med	Probe
405.939	10.525	Pos	Med	Rest
416.464	3.467	Pos	Low	Cue
419.931	10.033	Pos	Low	Encode
429.964	10.001	Pos	Low	Maintain
439.965	2.31	Pos	Low	Probe
442.275	10.522	Pos	Low	Rest
452.797	3.284	Frac	High	Cue
456.081	10.05	Frac	High	Encode
466.131	10.003	Frac	High	Maintain
476.134	6.901	Frac	High	Probe
483.035	10.512	Frac	High	Rest
493.547	3.167	Frac	Low	Cue
496.714	10.033	Frac	Low	Encode
506.747	10.001	Frac	Low	Maintain
516.748	4.014	Frac	Low	Probe
520.762	10.535	Frac	Low	Rest
531.297	3.117	Num	Med	Cue
534.414	10.05	Num	Med	Encode
544.464	10.002	Num	Med	Maintain
554.466	4.673	Num	Med	Probe
559.139	10.525	Num	Med	Rest
569.664	3.083	Frac	Med	Cue
572.747	10.05	Frac	Med	Encode
582.797	10.003	Frac	Med	Maintain
592.8	3.995	Frac	Med	Probe
596.795	10.502	Frac	Med	Rest
607.297	5.05	Num	High	Cue
612.347	10.05	Num	High	Encode
622.397	10.003	Num	High	Maintain
632.4	9.626	Num	High	Probe
642.026	10.538	Num	High	Rest
652.564	3.117	Num	Low	Cue
655.681	10.05	Num	Low	Encode
665.731	10.001	Num	Low	Maintain
675.732	3.358	Num	Low	Probe
679.09	10	Num	Low	Rest
