onset	duration	trial_type	load_type	processing_stage
1.115	3.116	Frac	Med	Cue
4.231	10.05	Frac	Med	Encode
14.281	10.015	Frac	Med	Maintain
24.296	4.875	Frac	Med	Probe
29.171	10.56	Frac	Med	Rest
39.731	3.084	Pos	Med	Cue
42.815	10.05	Pos	Med	Encode
52.865	10.004	Pos	Med	Maintain
62.869	2.414	Pos	Med	Probe
65.283	10.532	Pos	Med	Rest
75.815	5.05	Frac	High	Cue
80.865	10.05	Frac	High	Encode
90.915	10.003	Frac	High	Maintain
100.918	6.589	Frac	High	Probe
107.507	10.524	Frac	High	Rest
118.031	3.167	Num	Low	Cue
121.198	10.05	Num	Low	Encode
131.248	10.002	Num	Low	Maintain
141.25	2.801	Num	Low	Probe
144.051	10.53	Num	Low	Rest
154.581	3.2	Pos	Low	Cue
157.781	10.05	Pos	Low	Encode
167.831	10.001	Pos	Low	Maintain
177.832	3.347	Pos	Low	Probe
181.179	10.519	Pos	Low	Rest
191.698	3.167	Frac	Low	Cue
194.865	10.05	Frac	Low	Encode
204.915	10.001	Frac	Low	Maintain
214.916	3.687	Frac	Low	Probe
218.603	10.512	Frac	Low	Rest
229.115	3.216	Num	Med	Cue
232.331	10.034	Num	Med	Encode
242.365	10.002	Num	Med	Maintain
252.367	4.78	Num	Med	Probe
257.147	10.518	Num	Med	Rest
267.665	4.133	Num	High	Cue
271.798	10.05	Num	High	Encode
281.848	10.004	Num	High	Maintain
291.852	6.095	Num	High	Probe
297.947	10.518	Num	High	Rest
308.465	3.4	Pos	High	Cue
311.865	10.05	Pos	High	Encode
321.915	10.004	Pos	High	Maintain
331.919	3.164	Pos	High	Probe
335.083	9.532	Pos	High	Rest
344.615	3.417	Pos	High	Cue
348.032	10.033	Pos	High	Encode
358.065	10.003	Pos	High	Maintain
368.068	4.031	Pos	High	Probe
372.099	10.516	Pos	High	Rest
382.615	4.05	Frac	High	Cue
386.665	10.033	Frac	High	Encode
396.698	10.004	Frac	High	Maintain
406.702	7.181	Frac	High	Probe
413.883	10.532	Frac	High	Rest
424.415	3.166	Frac	Low	Cue
427.581	10.034	Frac	Low	Encode
437.615	10.001	Frac	Low	Maintain
447.616	2.611	Frac	Low	Probe
450.227	10.521	Frac	Low	Rest
460.748	3.167	Pos	Med	Cue
463.915	10.033	Pos	Med	Encode
473.948	10.002	Pos	Med	Maintain
483.95	3.028	Pos	Med	Probe
486.978	10.52	Pos	Med	Rest
497.498	3.167	Frac	Med	Cue
500.665	10.033	Frac	Med	Encode
510.698	10.002	Frac	Med	Maintain
520.7	4.487	Frac	Med	Probe
525.187	10.511	Frac	Med	Rest
535.698	3.133	Num	Med	Cue
538.831	10.034	Num	Med	Encode
548.865	10.002	Num	Med	Maintain
558.867	4.048	Num	Med	Probe
562.915	10.533	Num	Med	Rest
573.448	3.133	Pos	Low	Cue
576.581	10.034	Pos	Low	Encode
586.615	10.002	Pos	Low	Maintain
596.617	2.73	Pos	Low	Probe
599.347	10.518	Pos	Low	Rest
609.865	3.35	Num	Low	Cue
613.215	10.033	Num	Low	Encode
623.248	10.001	Num	Low	Maintain
633.249	3.25	Num	Low	Probe
636.499	10.549	Num	Low	Rest
647.048	3.867	Num	High	Cue
650.915	10.05	Num	High	Encode
660.965	10.003	Num	High	Maintain
670.968	8.274	Num	High	Probe
679.242	10	Num	High	Rest
