onset	duration	trial_type	load_type	processing_stage
1.097	3.11	Pos	Med	Cue
4.207	10.054	Pos	Med	Encode
14.261	10	Pos	Med	Maintain
24.261	3.616	Pos	Med	Probe
27.877	10.838	Pos	Med	Rest
38.715	4.172	Num	High	Cue
42.887	10.024	Num	High	Encode
52.911	10	Num	High	Maintain
62.911	10.049	Num	High	Probe
72.96	10.869	Num	High	Rest
83.829	3.432	Pos	High	Cue
87.261	10.009	Pos	High	Encode
97.27	10.001	Pos	High	Maintain
107.271	6.493	Pos	High	Probe
113.764	10.785	Pos	High	Rest
124.549	3.21	Pos	Low	Cue
127.759	10.003	Pos	Low	Encode
137.762	10.031	Pos	Low	Maintain
147.793	6.049	Pos	Low	Probe
153.842	10.791	Pos	Low	Rest
164.633	8.155	Frac	High	Cue
172.788	10.021	Frac	High	Encode
182.809	10.002	Frac	High	Maintain
192.811	6.268	Frac	High	Probe
199.079	10.863	Frac	High	Rest
209.942	3.29	Num	Low	Cue
213.232	10.057	Num	Low	Encode
223.289	10.001	Num	Low	Maintain
233.29	2.668	Num	Low	Probe
235.958	10.776	Num	Low	Rest
246.734	3.16	Num	Med	Cue
249.894	10.007	Num	Med	Encode
259.901	9.999	Num	Med	Maintain
269.9	3.508	Num	Med	Probe
273.408	10.82	Num	Med	Rest
284.228	3.14	Frac	Med	Cue
287.368	10.039	Frac	Med	Encode
297.407	10.049	Frac	Med	Maintain
307.456	4.876	Frac	Med	Probe
312.332	10.863	Frac	Med	Rest
323.195	3.345	Frac	Low	Cue
326.54	10.023	Frac	Low	Encode
336.563	10.062	Frac	Low	Maintain
346.625	5.579	Frac	Low	Probe
352.204	9.614	Frac	Low	Rest
361.818	3.247	Num	High	Cue
365.065	10.057	Num	High	Encode
375.122	10.026	Num	High	Maintain
385.148	5.947	Num	High	Probe
391.095	10.863	Num	High	Rest
401.958	3.111	Pos	Med	Cue
405.069	10.044	Pos	Med	Encode
415.113	10	Pos	Med	Maintain
425.113	3.318	Pos	Med	Probe
428.431	10.798	Pos	Med	Rest
439.229	3.09	Num	Med	Cue
442.319	10.044	Num	Med	Encode
452.363	10.047	Num	Med	Maintain
462.41	4.072	Num	Med	Probe
466.482	10.83	Num	Med	Rest
477.312	3.14	Pos	High	Cue
480.452	10.008	Pos	High	Encode
490.46	10	Pos	High	Maintain
500.46	5.835	Pos	High	Probe
506.295	10.851	Pos	High	Rest
517.146	3.09	Pos	Low	Cue
520.236	10.057	Pos	Low	Encode
530.293	10	Pos	Low	Maintain
540.293	3.575	Pos	Low	Probe
543.868	10.779	Pos	Low	Rest
554.647	4.653	Frac	High	Cue
559.3	10.029	Frac	High	Encode
569.329	10.002	Frac	High	Maintain
579.331	6.065	Frac	High	Probe
585.396	10.851	Frac	High	Rest
596.247	3.09	Frac	Low	Cue
599.337	10.057	Frac	Low	Encode
609.394	10	Frac	Low	Maintain
619.394	2.451	Frac	Low	Probe
621.845	10.82	Frac	Low	Rest
632.665	3.09	Frac	Med	Cue
635.755	10.044	Frac	Med	Encode
645.799	10.031	Frac	Med	Maintain
655.83	4.645	Frac	Med	Probe
660.475	10.746	Frac	Med	Rest
671.221	3.08	Num	Low	Cue
674.301	10.01	Num	Low	Encode
684.311	10	Num	Low	Maintain
694.311	3.498	Num	Low	Probe
697.809	10	Num	Low	Rest
