onset	duration	trial_type	load_type	processing_stage
1.092	3.436	Num	High	Cue
4.528	10.032	Num	High	Encode
14.56	10.014	Num	High	Maintain
24.574	5.987	Num	High	Probe
30.561	10.633	Num	High	Rest
41.194	3.349	Pos	Low	Cue
44.543	10.05	Pos	Low	Encode
54.593	10.004	Pos	Low	Maintain
64.597	3.564	Pos	Low	Probe
68.161	10.6	Pos	Low	Rest
78.761	3.117	Frac	Low	Cue
81.878	10.051	Frac	Low	Encode
91.929	10.002	Frac	Low	Maintain
101.931	6.687	Frac	Low	Probe
108.618	10.561	Frac	Low	Rest
119.179	3.982	Pos	High	Cue
123.161	10.034	Pos	High	Encode
133.195	10.009	Pos	High	Maintain
143.204	3.781	Pos	High	Probe
146.985	10.544	Pos	High	Rest
157.529	3.217	Num	Low	Cue
160.746	10.034	Num	Low	Encode
170.78	10.003	Num	Low	Maintain
180.783	4.866	Num	Low	Probe
185.649	10.547	Num	Low	Rest
196.196	4.267	Frac	High	Cue
200.463	10.033	Frac	High	Encode
210.496	10.058	Frac	High	Maintain
220.554	4.879	Frac	High	Probe
225.433	10.564	Frac	High	Rest
235.997	3.134	Num	Med	Cue
239.131	10.033	Num	Med	Encode
249.164	10.005	Num	Med	Maintain
259.169	6.984	Num	Med	Probe
266.153	10.644	Num	Med	Rest
276.797	3.084	Frac	Med	Cue
279.881	10.034	Frac	Med	Encode
289.915	10.006	Frac	Med	Maintain
299.921	5.336	Frac	Med	Probe
305.257	10.575	Frac	Med	Rest
315.832	3.134	Pos	Med	Cue
318.966	10.032	Pos	Med	Encode
328.998	10.006	Pos	Med	Maintain
339.004	4.829	Pos	Med	Probe
343.833	9.633	Pos	Med	Rest
353.466	3.25	Pos	Low	Cue
356.716	10.033	Pos	Low	Encode
366.749	10.054	Pos	Low	Maintain
376.803	4.414	Pos	Low	Probe
381.217	10.583	Pos	Low	Rest
391.8	3.167	Frac	Med	Cue
394.967	10.033	Frac	Med	Encode
405	10.005	Frac	Med	Maintain
415.005	5.732	Frac	Med	Probe
420.737	10.597	Frac	Med	Rest
431.334	3.133	Num	Med	Cue
434.467	10.034	Num	Med	Encode
444.501	10.054	Num	Med	Maintain
454.555	6.375	Num	Med	Probe
460.93	10.571	Num	Med	Rest
471.501	3.135	Num	Low	Cue
474.636	10.032	Num	Low	Encode
484.668	10.004	Num	Low	Maintain
494.672	5.057	Num	Low	Probe
499.729	10.607	Num	Low	Rest
510.336	4.75	Frac	High	Cue
515.086	10.033	Frac	High	Encode
525.119	10.008	Frac	High	Maintain
535.127	6.09	Frac	High	Probe
541.217	10.57	Frac	High	Rest
551.787	4.2	Num	High	Cue
555.987	10.033	Num	High	Encode
566.02	10.007	Num	High	Maintain
576.027	8.75	Num	High	Probe
584.777	10.576	Num	High	Rest
595.353	3.218	Pos	Med	Cue
598.571	10.032	Pos	Med	Encode
608.603	10.006	Pos	Med	Maintain
618.609	4.784	Pos	Med	Probe
623.393	10.545	Pos	Med	Rest
633.938	3.216	Frac	Low	Cue
637.154	10.034	Frac	Low	Encode
647.188	10.004	Frac	Low	Maintain
657.192	4.745	Frac	Low	Probe
661.937	10.585	Frac	Low	Rest
672.522	3.7	Pos	High	Cue
676.222	10.05	Pos	High	Encode
686.272	10.008	Pos	High	Maintain
696.28	4.105	Pos	High	Probe
700.385	10	Pos	High	Rest
