onset	duration	trial_type	load_type	processing_stage
1.097	3.25	Pos	Low	Cue
4.347	10.041	Pos	Low	Encode
14.388	10.049	Pos	Low	Maintain
24.437	2.437	Pos	Low	Probe
26.874	10.889	Pos	Low	Rest
37.763	3.279	Pos	High	Cue
41.042	10.047	Pos	High	Encode
51.089	10.048	Pos	High	Maintain
61.137	2.781	Pos	High	Probe
63.918	10.792	Pos	High	Rest
74.71	3.121	Pos	Med	Cue
77.831	10.059	Pos	Med	Encode
87.89	10.001	Pos	Med	Maintain
97.891	2.807	Pos	Med	Probe
100.698	10.762	Pos	Med	Rest
111.46	3.037	Num	Low	Cue
114.497	10.009	Num	Low	Encode
124.506	10.039	Num	Low	Maintain
134.545	2.466	Num	Low	Probe
137.011	10.786	Num	Low	Rest
147.797	3.57	Num	High	Cue
151.367	10.04	Num	High	Encode
161.407	10.048	Num	High	Maintain
171.455	6.604	Num	High	Probe
178.059	10.759	Num	High	Rest
188.818	3.5	Frac	Low	Cue
192.318	10.04	Frac	Low	Encode
202.358	10.048	Frac	Low	Maintain
212.406	1.404	Frac	Low	Probe
213.81	10.793	Frac	Low	Rest
224.603	3.16	Frac	High	Cue
227.763	10.01	Frac	High	Encode
237.773	10.04	Frac	High	Maintain
247.813	3.136	Frac	High	Probe
250.949	10.819	Frac	High	Rest
261.768	3.08	Frac	Med	Cue
264.848	10.057	Frac	Med	Encode
274.905	10.031	Frac	Med	Maintain
284.936	3.071	Frac	Med	Probe
288.007	10.93	Frac	Med	Rest
298.937	3.13	Num	Med	Cue
302.067	10.034	Num	Med	Encode
312.101	10.046	Num	Med	Maintain
322.147	5.698	Num	Med	Probe
327.845	9.592	Num	Med	Rest
337.437	4.74	Num	High	Cue
342.177	10.02	Num	High	Encode
352.197	10.001	Num	High	Maintain
362.198	4.902	Num	High	Probe
367.1	10.852	Num	High	Rest
377.952	3.13	Num	Med	Cue
381.082	10.035	Num	Med	Encode
391.117	10.062	Num	Med	Maintain
401.179	2.627	Num	Med	Probe
403.806	10.816	Num	Med	Rest
414.622	3.16	Frac	Low	Cue
417.782	10.007	Frac	Low	Encode
427.789	10	Frac	Low	Maintain
437.789	2.094	Frac	Low	Probe
439.883	10.823	Frac	Low	Rest
450.706	3.13	Pos	Med	Cue
453.836	10.01	Pos	Med	Encode
463.846	10	Pos	Med	Maintain
473.846	2.339	Pos	Med	Probe
476.185	10.767	Pos	Med	Rest
486.952	3.08	Frac	Med	Cue
490.032	10.007	Frac	Med	Encode
500.039	10.046	Frac	Med	Maintain
510.085	2.687	Frac	Med	Probe
512.772	10.852	Frac	Med	Rest
523.624	3.16	Pos	High	Cue
526.784	10.051	Pos	High	Encode
536.835	10	Pos	High	Maintain
546.835	5.071	Pos	High	Probe
551.906	10.8	Pos	High	Rest
562.706	3.13	Num	Low	Cue
565.836	10.032	Num	Low	Encode
575.868	10.002	Num	Low	Maintain
585.87	3.366	Num	Low	Probe
589.236	10.861	Num	Low	Rest
600.097	3.157	Pos	Low	Cue
603.254	10.032	Pos	Low	Encode
613.286	10.001	Pos	Low	Maintain
623.287	2.618	Pos	Low	Probe
625.905	10.688	Pos	Low	Rest
636.593	3.873	Frac	High	Cue
640.466	10.057	Frac	High	Encode
650.523	10.009	Frac	High	Maintain
660.532	2.022	Frac	High	Probe
662.554	10	Frac	High	Rest
