onset	duration	trial_type	load_type	processing_stage
1.087	3.555	Num	High	Cue
4.642	10.044	Num	High	Encode
14.686	10	Num	High	Maintain
24.686	4.725	Num	High	Probe
29.411	10.807	Num	High	Rest
40.218	3.167	Pos	Med	Cue
43.385	10.011	Pos	Med	Encode
53.396	9.999	Pos	Med	Maintain
63.395	2.649	Pos	Med	Probe
66.044	10.842	Pos	Med	Rest
76.886	3.082	Frac	Med	Cue
79.968	10.007	Frac	Med	Encode
89.975	9.999	Frac	Med	Maintain
99.974	5.065	Frac	Med	Probe
105.039	10.846	Frac	Med	Rest
115.885	3.17	Num	Low	Cue
119.055	10.011	Num	Low	Encode
129.066	10.048	Num	Low	Maintain
139.114	3.299	Num	Low	Probe
142.413	10.807	Num	Low	Rest
153.22	3.604	Frac	High	Cue
156.824	10.03	Frac	High	Encode
166.854	10.062	Frac	High	Maintain
176.916	5.328	Frac	High	Probe
182.244	10.839	Frac	High	Rest
193.083	3.162	Pos	High	Cue
196.245	10.039	Pos	High	Encode
206.284	10.049	Pos	High	Maintain
216.333	5.104	Pos	High	Probe
221.437	10.886	Pos	High	Rest
232.323	3.08	Num	Med	Cue
235.403	10.004	Num	Med	Encode
245.407	9.999	Num	Med	Maintain
255.406	5.962	Num	Med	Probe
261.368	10.823	Num	Med	Rest
272.191	3.131	Frac	Low	Cue
275.322	10.003	Frac	Low	Encode
285.325	10.031	Frac	Low	Maintain
295.356	3.257	Frac	Low	Probe
298.613	10.795	Frac	Low	Rest
309.408	3.09	Pos	Low	Cue
312.498	10.025	Pos	Low	Encode
322.523	10.002	Pos	Low	Maintain
332.525	9.715	Pos	Low	Probe
342.24	9.63	Pos	Low	Rest
351.87	3.161	Frac	Med	Cue
355.031	10.044	Frac	Med	Encode
365.075	9.999	Frac	Med	Maintain
375.074	5.986	Frac	Med	Probe
381.06	10.798	Frac	Med	Rest
391.858	3.29	Frac	High	Cue
395.148	10.04	Frac	High	Encode
405.188	10.048	Frac	High	Maintain
415.236	10.035	Frac	High	Probe
425.271	10.872	Frac	High	Rest
436.143	3.17	Frac	Low	Cue
439.313	10.006	Frac	Low	Encode
449.319	10.031	Frac	Low	Maintain
459.35	2.288	Frac	Low	Probe
461.638	10.788	Frac	Low	Rest
472.426	3.753	Pos	High	Cue
476.179	10.01	Pos	High	Encode
486.189	10.001	Pos	High	Maintain
496.19	9.845	Pos	High	Probe
506.035	10.848	Pos	High	Rest
516.883	3.13	Num	Low	Cue
520.013	10.01	Num	Low	Encode
530.023	10	Num	Low	Maintain
540.023	3.184	Num	Low	Probe
543.207	10.892	Num	Low	Rest
554.099	3.081	Pos	Med	Cue
557.18	10.01	Pos	Med	Encode
567.19	10	Pos	Med	Maintain
577.19	2.578	Pos	Med	Probe
579.768	10.839	Pos	Med	Rest
590.607	3.591	Num	High	Cue
594.198	10.01	Num	High	Encode
604.208	10	Num	High	Maintain
614.208	5.025	Num	High	Probe
619.233	10.829	Num	High	Rest
630.062	3.413	Pos	Low	Cue
633.475	10.032	Pos	Low	Encode
643.507	9.999	Pos	Low	Maintain
653.506	3.498	Pos	Low	Probe
657.004	10.826	Pos	Low	Rest
667.83	3.13	Num	Med	Cue
670.96	10.005	Num	Med	Encode
680.965	9.999	Num	Med	Maintain
690.964	5.05	Num	Med	Probe
696.014	10	Num	Med	Rest
