onset	duration	trial_type	load_type	processing_stage
1.099	3.127	Num	Med	Cue
4.226	10.041	Num	Med	Encode
14.267	10.002	Num	Med	Maintain
24.269	1.351	Num	Med	Probe
25.62	10.801	Num	Med	Rest
36.421	3.72	Pos	High	Cue
40.141	10.01	Pos	High	Encode
50.151	10	Pos	High	Maintain
60.151	3.983	Pos	High	Probe
64.134	10.788	Pos	High	Rest
74.922	3.14	Num	Low	Cue
78.062	10.041	Num	Low	Encode
88.103	10.046	Num	Low	Maintain
98.149	2.598	Num	Low	Probe
100.747	10.823	Num	Low	Rest
111.57	4.121	Num	High	Cue
115.691	10.01	Num	High	Encode
125.701	10	Num	High	Maintain
135.701	3.832	Num	High	Probe
139.533	10.839	Num	High	Rest
150.372	3.191	Pos	Med	Cue
153.563	10.057	Pos	Med	Encode
163.62	10.031	Pos	Med	Maintain
173.651	4.63	Pos	Med	Probe
178.281	10.785	Pos	Med	Rest
189.066	3.16	Frac	Med	Cue
192.226	10.007	Frac	Med	Encode
202.233	10	Frac	Med	Maintain
212.233	4.346	Frac	Med	Probe
216.579	10.813	Frac	Med	Rest
227.392	3.14	Frac	Low	Cue
230.532	10.041	Frac	Low	Encode
240.573	10.046	Frac	Low	Maintain
250.619	2.832	Frac	Low	Probe
253.451	10.827	Frac	Low	Rest
264.278	3.17	Pos	Low	Cue
267.448	10.01	Pos	Low	Encode
277.458	10	Pos	Low	Maintain
287.458	1.692	Pos	Low	Probe
289.15	10.829	Pos	Low	Rest
299.979	3.383	Frac	High	Cue
303.362	10.012	Frac	High	Encode
313.374	10.001	Frac	High	Maintain
323.375	3.324	Frac	High	Probe
326.699	9.581	Frac	High	Rest
336.28	3.22	Pos	High	Cue
339.5	10.009	Pos	High	Encode
349.509	10	Pos	High	Maintain
359.509	5.735	Pos	High	Probe
365.244	10.838	Pos	High	Rest
376.082	3.08	Num	Med	Cue
379.162	10.034	Num	Med	Encode
389.196	10.001	Num	Med	Maintain
399.197	2.68	Num	Med	Probe
401.877	10.82	Num	Med	Rest
412.697	3.22	Pos	Low	Cue
415.917	10.009	Pos	Low	Encode
425.926	10.001	Pos	Low	Maintain
435.927	1.388	Pos	Low	Probe
437.315	10.69	Pos	Low	Rest
448.005	3.131	Num	High	Cue
451.136	10.041	Num	High	Encode
461.177	10.001	Num	High	Maintain
471.178	4.463	Num	High	Probe
475.641	10.824	Num	High	Rest
486.465	3.171	Num	Low	Cue
489.636	10.058	Num	Low	Encode
499.694	10	Num	Low	Maintain
509.694	6.836	Num	Low	Probe
516.53	10.851	Num	Low	Rest
527.381	3.14	Frac	Low	Cue
530.521	10.01	Frac	Low	Encode
540.531	10	Frac	Low	Maintain
550.531	2.321	Frac	Low	Probe
552.852	10.844	Frac	Low	Rest
563.696	3.112	Frac	Med	Cue
566.808	10.044	Frac	Med	Encode
576.852	10.03	Frac	Med	Maintain
586.882	2.125	Frac	Med	Probe
589.007	10.856	Frac	Med	Rest
599.863	3.111	Pos	Med	Cue
602.974	10.058	Pos	Med	Encode
613.032	10.001	Pos	Med	Maintain
623.033	3.249	Pos	Med	Probe
626.282	10.771	Pos	Med	Rest
637.053	4.487	Frac	High	Cue
641.54	10.041	Frac	High	Encode
651.581	10.002	Frac	High	Maintain
661.583	2.746	Frac	High	Probe
664.329	10	Frac	High	Rest
