onset	duration	trial_type	load_type	processing_stage
1.108	3.326	Pos	Low	Cue
4.434	10.057	Pos	Low	Encode
14.491	10	Pos	Low	Maintain
24.491	1.371	Pos	Low	Probe
25.862	10.816	Pos	Low	Rest
36.678	3.963	Num	High	Cue
40.641	10.02	Num	High	Encode
50.661	10.002	Num	High	Maintain
60.663	4.973	Num	High	Probe
65.636	10.839	Num	High	Rest
76.475	3.111	Pos	Med	Cue
79.586	10.056	Pos	Med	Encode
89.642	10.001	Pos	Med	Maintain
99.643	2.011	Pos	Med	Probe
101.654	10.845	Pos	Med	Rest
112.499	3.407	Frac	High	Cue
115.906	10.035	Frac	High	Encode
125.941	10.002	Frac	High	Maintain
135.943	4.408	Frac	High	Probe
140.351	10.747	Frac	High	Rest
151.098	3.081	Frac	Med	Cue
154.179	10.01	Frac	Med	Encode
164.189	10.045	Frac	Med	Maintain
174.234	5.333	Frac	Med	Probe
179.567	10.833	Frac	Med	Rest
190.4	3.12	Num	Med	Cue
193.52	10.056	Num	Med	Encode
203.576	10.001	Num	Med	Maintain
213.577	2.551	Num	Med	Probe
216.128	10.812	Num	Med	Rest
226.94	3.511	Pos	High	Cue
230.451	10.045	Pos	High	Encode
240.496	10.048	Pos	High	Maintain
250.544	2.215	Pos	High	Probe
252.759	10.808	Pos	High	Rest
263.567	3.29	Num	Low	Cue
266.857	10.025	Num	Low	Encode
276.882	10.002	Num	Low	Maintain
286.884	10.012	Num	Low	Probe
296.896	10.878	Num	Low	Rest
307.774	3.411	Frac	Low	Cue
311.185	10.032	Frac	Low	Encode
321.217	10.002	Frac	Low	Maintain
331.219	2.789	Frac	Low	Probe
334.008	9.629	Frac	Low	Rest
343.637	3.332	Pos	Low	Cue
346.969	10.011	Pos	Low	Encode
356.98	10.001	Pos	Low	Maintain
366.981	2.607	Pos	Low	Probe
369.588	10.839	Pos	Low	Rest
380.427	3.16	Pos	Med	Cue
383.587	10.01	Pos	Med	Encode
393.597	10.047	Pos	Med	Maintain
403.644	2.956	Pos	Med	Probe
406.6	10.819	Pos	Med	Rest
417.419	3.17	Num	High	Cue
420.589	10.011	Num	High	Encode
430.6	10.049	Num	High	Maintain
440.649	3.269	Num	High	Probe
443.918	10.836	Num	High	Rest
454.754	3.09	Frac	Med	Cue
457.844	10.057	Frac	Med	Encode
467.901	10	Frac	Med	Maintain
477.901	3.574	Frac	Med	Probe
481.475	10.833	Frac	Med	Rest
492.308	3.08	Num	Low	Cue
495.388	10.002	Num	Low	Encode
505.39	10	Num	Low	Maintain
515.39	2.429	Num	Low	Probe
517.819	10.826	Num	Low	Rest
528.645	3.08	Num	Med	Cue
531.725	10.01	Num	Med	Encode
541.735	10	Num	Med	Maintain
551.735	8.325	Num	Med	Probe
560.06	10.836	Num	Med	Rest
570.896	3.95	Pos	High	Cue
574.846	10.044	Pos	High	Encode
584.89	10	Pos	High	Maintain
594.89	5.556	Pos	High	Probe
600.446	10.866	Pos	High	Rest
611.312	3.081	Frac	Low	Cue
614.393	10.01	Frac	Low	Encode
624.403	10	Frac	Low	Maintain
634.403	2.218	Frac	Low	Probe
636.621	10.888	Frac	Low	Rest
647.509	3.619	Frac	High	Cue
651.128	10.03	Frac	High	Encode
661.158	10.002	Frac	High	Maintain
671.16	5.487	Frac	High	Probe
676.647	10	Frac	High	Rest
