onset	duration	trial_type	load_type	processing_stage
1.097	3.077	Pos	Med	Cue
4.174	10.057	Pos	Med	Encode
14.231	9.999	Pos	Med	Maintain
24.23	1.379	Pos	Med	Probe
25.609	10.812	Pos	Med	Rest
36.421	3.743	Num	High	Cue
40.164	10.026	Num	High	Encode
50.19	10.062	Num	High	Maintain
60.252	4.733	Num	High	Probe
64.985	10.843	Num	High	Rest
75.828	3.251	Num	Low	Cue
79.079	10.024	Num	Low	Encode
89.103	10.001	Num	Low	Maintain
99.104	2.102	Num	Low	Probe
101.206	10.815	Num	Low	Rest
112.021	3.365	Frac	High	Cue
115.386	10.031	Frac	High	Encode
125.417	10.001	Frac	High	Maintain
135.418	4.12	Frac	High	Probe
139.538	10.837	Frac	High	Rest
150.375	3.532	Pos	Low	Cue
153.907	10.011	Pos	Low	Encode
163.918	10	Pos	Low	Maintain
173.918	2.639	Pos	Low	Probe
176.557	10.807	Pos	Low	Rest
187.364	3.21	Frac	Low	Cue
190.574	10.032	Frac	Low	Encode
200.606	10.002	Frac	Low	Maintain
210.608	1.541	Frac	Low	Probe
212.149	10.792	Frac	Low	Rest
222.941	3.14	Frac	Med	Cue
226.081	10.008	Frac	Med	Encode
236.089	10.032	Frac	Med	Maintain
246.121	3.545	Frac	Med	Probe
249.666	10.839	Frac	Med	Rest
260.505	3.241	Num	Med	Cue
263.746	10.01	Num	Med	Encode
273.756	10	Num	Med	Maintain
283.756	3.503	Num	Med	Probe
287.259	10.864	Num	Med	Rest
298.123	3.915	Pos	High	Cue
302.038	10.021	Pos	High	Encode
312.059	10.001	Pos	High	Maintain
322.06	2.696	Pos	High	Probe
324.756	9.608	Pos	High	Rest
334.364	3.08	Pos	Med	Cue
337.444	10.034	Pos	Med	Encode
347.478	10	Pos	Med	Maintain
357.478	2.409	Pos	Med	Probe
359.887	10.771	Pos	Med	Rest
370.658	3.121	Frac	Med	Cue
373.779	10.01	Frac	Med	Encode
383.789	10	Frac	Med	Maintain
393.789	4.767	Frac	Med	Probe
398.556	10.892	Frac	Med	Rest
409.448	3.313	Num	Low	Cue
412.761	10.004	Num	Low	Encode
422.765	9.999	Num	Low	Maintain
432.764	3.256	Num	Low	Probe
436.02	10.839	Num	Low	Rest
446.859	3.161	Frac	High	Cue
450.02	10.04	Frac	High	Encode
460.06	10.048	Frac	High	Maintain
470.108	6.296	Frac	High	Probe
476.404	10.811	Frac	High	Rest
487.215	3.352	Num	High	Cue
490.567	10.042	Num	High	Encode
500.609	10.002	Num	High	Maintain
510.611	5.336	Num	High	Probe
515.947	10.816	Num	High	Rest
526.763	3.14	Pos	Low	Cue
529.903	10.041	Pos	Low	Encode
539.944	10.049	Pos	Low	Maintain
549.993	1.788	Pos	Low	Probe
551.781	10.818	Pos	Low	Rest
562.599	3.45	Pos	High	Cue
566.049	10.034	Pos	High	Encode
576.083	10.062	Pos	High	Maintain
586.145	6.341	Pos	High	Probe
592.486	10.846	Pos	High	Rest
603.332	3.14	Frac	Low	Cue
606.472	10.041	Frac	Low	Encode
616.513	10.049	Frac	Low	Maintain
626.562	2.892	Frac	Low	Probe
629.454	10.848	Frac	Low	Rest
640.302	3.17	Num	Med	Cue
643.472	10.009	Num	Med	Encode
653.481	10.032	Num	Med	Maintain
663.513	4.871	Num	Med	Probe
668.384	10	Num	Med	Rest
