onset	duration	trial_type	load_type	processing_stage
1.087	3.122	Num	Med	Cue
4.209	10.035	Num	Med	Encode
14.244	10	Num	Med	Maintain
24.244	2.827	Num	Med	Probe
27.071	10.889	Num	Med	Rest
37.96	3.17	Frac	Med	Cue
41.13	10.009	Frac	Med	Encode
51.139	10.001	Frac	Med	Maintain
61.14	2.241	Frac	Med	Probe
63.381	10.83	Frac	Med	Rest
74.211	3.08	Frac	High	Cue
77.291	10.034	Frac	High	Encode
87.325	10.002	Frac	High	Maintain
97.327	7.719	Frac	High	Probe
105.046	10.833	Frac	High	Rest
115.879	3.08	Pos	Med	Cue
118.959	10.034	Pos	Med	Encode
128.993	10.001	Pos	Med	Maintain
138.994	3.117	Pos	Med	Probe
142.111	10.8	Pos	Med	Rest
152.911	3.082	Frac	Low	Cue
155.993	10.004	Frac	Low	Encode
165.997	10.062	Frac	Low	Maintain
176.059	4.166	Frac	Low	Probe
180.225	10.852	Frac	Low	Rest
191.077	3.255	Num	Low	Cue
194.332	10.058	Num	Low	Encode
204.39	10.03	Num	Low	Maintain
214.42	1.728	Num	Low	Probe
216.148	10.827	Num	Low	Rest
226.975	3.821	Num	High	Cue
230.796	10.034	Num	High	Encode
240.83	10.062	Num	High	Maintain
250.892	5.698	Num	High	Probe
256.59	10.823	Num	High	Rest
267.413	3.221	Pos	Low	Cue
270.634	10.01	Pos	Low	Encode
280.644	10	Pos	Low	Maintain
290.644	4.104	Pos	Low	Probe
294.748	10.833	Pos	Low	Rest
305.581	3.09	Pos	High	Cue
308.671	10.044	Pos	High	Encode
318.715	10	Pos	High	Maintain
328.715	6.28	Pos	High	Probe
334.995	9.588	Pos	High	Rest
344.583	3.82	Num	Low	Cue
348.403	10.056	Num	Low	Encode
358.459	10	Num	Low	Maintain
368.459	9.242	Num	Low	Probe
377.701	10.837	Num	Low	Rest
388.538	3.161	Num	High	Cue
391.699	10.034	Num	High	Encode
401.733	10.062	Num	High	Maintain
411.795	5.994	Num	High	Probe
417.789	10.861	Num	High	Rest
428.65	4.519	Frac	High	Cue
433.169	10.01	Frac	High	Encode
443.179	10.001	Frac	High	Maintain
453.18	3.858	Frac	High	Probe
457.038	10.83	Frac	High	Rest
467.868	3.22	Pos	High	Cue
471.088	10.009	Pos	High	Encode
481.097	10.001	Pos	High	Maintain
491.098	3.37	Pos	High	Probe
494.468	10.734	Pos	High	Rest
505.202	3.09	Pos	Med	Cue
508.292	10.044	Pos	Med	Encode
518.336	9.999	Pos	Med	Maintain
528.335	5.581	Pos	Med	Probe
533.916	10.837	Pos	Med	Rest
544.753	3.09	Num	Med	Cue
547.843	10.024	Num	Med	Encode
557.867	10.002	Num	Med	Maintain
567.869	5.581	Num	Med	Probe
573.45	10.889	Num	Med	Rest
584.339	3.201	Frac	Low	Cue
587.54	10.01	Frac	Low	Encode
597.55	10.048	Frac	Low	Maintain
607.598	5.186	Frac	Low	Probe
612.784	10.889	Frac	Low	Rest
623.673	3.17	Pos	Low	Cue
626.843	10.04	Pos	Low	Encode
636.883	10.049	Pos	Low	Maintain
646.932	1.878	Pos	Low	Probe
648.81	10.863	Pos	Low	Rest
659.673	3.08	Frac	Med	Cue
662.753	10.035	Frac	Med	Encode
672.788	10.001	Frac	Med	Maintain
682.789	4.942	Frac	Med	Probe
687.731	10	Frac	Med	Rest
