onset	duration	trial_type	load_type	processing_stage
1.086	3.143	Num	High	Cue
4.229	10.024	Num	High	Encode
14.253	10.001	Num	High	Maintain
24.254	8.49	Num	High	Probe
32.744	10.824	Num	High	Rest
43.568	3.156	Pos	Low	Cue
46.724	10.01	Pos	Low	Encode
56.734	10	Pos	Low	Maintain
66.734	3.142	Pos	Low	Probe
69.876	10.851	Pos	Low	Rest
80.727	3.081	Num	Med	Cue
83.808	10.01	Num	Med	Encode
93.818	9.999	Num	Med	Maintain
103.817	3.67	Num	Med	Probe
107.487	10.852	Num	Med	Rest
118.339	3.09	Pos	High	Cue
121.429	10.044	Pos	High	Encode
131.473	10.015	Pos	High	Maintain
141.488	2.78	Pos	High	Probe
144.268	10.83	Pos	High	Rest
155.098	3.905	Frac	High	Cue
159.003	10.034	Frac	High	Encode
169.037	10.049	Frac	High	Maintain
179.086	2.31	Frac	High	Probe
181.396	10.795	Frac	High	Rest
192.191	3.132	Frac	Med	Cue
195.323	10.034	Frac	Med	Encode
205.357	10.001	Frac	Med	Maintain
215.358	4.708	Frac	Med	Probe
220.066	10.8	Frac	Med	Rest
230.866	3.13	Num	Low	Cue
233.996	10.01	Num	Low	Encode
244.006	10	Num	Low	Maintain
254.006	4.728	Num	Low	Probe
258.734	10.792	Num	Low	Rest
269.526	3.131	Frac	Low	Cue
272.657	10.003	Frac	Low	Encode
282.66	10	Frac	Low	Maintain
292.66	4.4	Frac	Low	Probe
297.06	10.805	Frac	Low	Rest
307.865	3.131	Pos	Med	Cue
310.996	10.01	Pos	Med	Encode
321.006	10	Pos	Med	Maintain
331.006	4.096	Pos	Med	Probe
335.102	9.674	Pos	Med	Rest
344.776	3.14	Pos	Low	Cue
347.916	10.026	Pos	Low	Encode
357.942	10.001	Pos	Low	Maintain
367.943	3.488	Pos	Low	Probe
371.431	10.846	Pos	Low	Rest
382.277	3.396	Num	Low	Cue
385.673	10.022	Num	Low	Encode
395.695	10	Num	Low	Maintain
405.695	5.035	Num	Low	Probe
410.73	10.798	Num	Low	Rest
421.528	3.09	Pos	Med	Cue
424.618	10.044	Pos	Med	Encode
434.662	10.047	Pos	Med	Maintain
444.709	4.157	Pos	Med	Probe
448.866	10.829	Pos	Med	Rest
459.695	3.09	Frac	Med	Cue
462.785	10.057	Frac	Med	Encode
472.842	10	Frac	Med	Maintain
482.842	6.059	Frac	Med	Probe
488.901	10.795	Frac	Med	Rest
499.696	3.22	Num	High	Cue
502.916	10.009	Num	High	Encode
512.925	10.001	Num	High	Maintain
522.926	4.2	Num	High	Probe
527.126	10.745	Num	High	Rest
537.871	3.131	Num	Med	Cue
541.002	10.041	Num	Med	Encode
551.043	10.002	Num	Med	Maintain
561.045	10.047	Num	Med	Probe
571.092	10.745	Num	Med	Rest
581.837	3.11	Pos	High	Cue
584.947	10.007	Pos	High	Encode
594.954	10.047	Pos	High	Maintain
605.001	5.345	Pos	High	Probe
610.346	10.852	Pos	High	Rest
621.198	3.14	Frac	Low	Cue
624.338	10.041	Frac	Low	Encode
634.379	10.048	Frac	Low	Maintain
644.427	3.31	Frac	Low	Probe
647.737	10.85	Frac	Low	Rest
658.587	3.812	Frac	High	Cue
662.399	10.014	Frac	High	Encode
672.413	10.032	Frac	High	Maintain
682.445	3.748	Frac	High	Probe
686.193	10	Frac	High	Rest
