onset	duration	trial_type	load_type	processing_stage
1.099	3.643	Frac	High	Cue
4.742	10.032	Frac	High	Encode
14.774	10	Frac	High	Maintain
24.774	3.598	Frac	High	Probe
28.372	10.808	Frac	High	Rest
39.18	3.864	Pos	High	Cue
43.044	10.031	Pos	High	Encode
53.075	10	Pos	High	Maintain
63.075	2.584	Pos	High	Probe
65.659	10.824	Pos	High	Rest
76.483	3.082	Frac	Med	Cue
79.565	10.007	Frac	Med	Encode
89.572	9.999	Frac	Med	Maintain
99.571	4.174	Frac	Med	Probe
103.745	10.828	Frac	Med	Rest
114.573	3.08	Num	Med	Cue
117.653	10.056	Num	Med	Encode
127.709	10.001	Num	Med	Maintain
137.71	3.298	Num	Med	Probe
141.008	10.808	Num	Med	Rest
151.816	3.081	Frac	Low	Cue
154.897	10.004	Frac	Low	Encode
164.901	10	Frac	Low	Maintain
174.901	2.415	Frac	Low	Probe
177.316	10.888	Frac	Low	Rest
188.204	3.082	Pos	Low	Cue
191.286	10.009	Pos	Low	Encode
201.295	10.001	Pos	Low	Maintain
211.296	2.012	Pos	Low	Probe
213.308	10.849	Pos	Low	Rest
224.157	3.333	Num	High	Cue
227.49	10.045	Num	High	Encode
237.535	10	Num	High	Maintain
247.535	4.051	Num	High	Probe
251.586	10.814	Num	High	Rest
262.4	3.09	Num	Low	Cue
265.49	10.057	Num	Low	Encode
275.547	10	Num	Low	Maintain
285.547	2.028	Num	Low	Probe
287.575	10.882	Num	Low	Rest
298.457	3.08	Pos	Med	Cue
301.537	10.032	Pos	Med	Encode
311.569	10.001	Pos	Med	Maintain
321.57	2.071	Pos	Med	Probe
323.641	9.679	Pos	Med	Rest
333.32	3.633	Pos	High	Cue
336.953	10.012	Pos	High	Encode
346.965	10.001	Pos	High	Maintain
356.966	2.968	Pos	High	Probe
359.934	10.851	Pos	High	Rest
370.785	3.14	Frac	Low	Cue
373.925	10.041	Frac	Low	Encode
383.966	10.049	Frac	Low	Maintain
394.015	1.928	Frac	Low	Probe
395.943	10.729	Frac	Low	Rest
406.672	3.08	Num	Med	Cue
409.752	10.034	Num	Med	Encode
419.786	10.002	Num	Med	Maintain
429.788	3.657	Num	Med	Probe
433.445	10.855	Num	Med	Rest
444.3	3.304	Pos	Low	Cue
447.604	10.013	Pos	Low	Encode
457.617	10.049	Pos	Low	Maintain
467.666	2.846	Pos	Low	Probe
470.512	10.898	Pos	Low	Rest
481.41	3.16	Frac	Med	Cue
484.57	10.034	Frac	Med	Encode
494.604	10.002	Frac	Med	Maintain
504.606	3.787	Frac	Med	Probe
508.393	10.848	Frac	Med	Rest
519.241	3.09	Pos	Med	Cue
522.331	10.025	Pos	Med	Encode
532.356	10.001	Pos	Med	Maintain
542.357	2.415	Pos	Med	Probe
544.772	10.885	Pos	Med	Rest
555.657	3.532	Frac	High	Cue
559.189	10.035	Frac	High	Encode
569.224	10.062	Frac	High	Maintain
579.286	6.446	Frac	High	Probe
585.732	10.826	Frac	High	Rest
596.558	3.14	Num	Low	Cue
599.698	10.025	Num	Low	Encode
609.723	10.002	Num	Low	Maintain
619.725	3.086	Num	Low	Probe
622.811	10.838	Num	Low	Rest
633.649	3.53	Num	High	Cue
637.179	10.01	Num	High	Encode
647.189	10	Num	High	Maintain
657.189	3.979	Num	High	Probe
661.168	10	Num	High	Rest
