onset	duration	trial_type	load_type	processing_stage
1.121	3.322	Num	Low	Cue
4.443	10.05	Num	Low	Encode
14.493	10.006	Num	Low	Maintain
24.499	2.296	Num	Low	Probe
26.795	10.702	Num	Low	Rest
37.497	5.576	Pos	High	Cue
43.073	10.03	Pos	High	Encode
53.103	10.002	Pos	High	Maintain
63.105	4.221	Pos	High	Probe
67.326	10.737	Pos	High	Rest
78.063	3.846	Num	High	Cue
81.909	10.039	Num	High	Encode
91.948	10.044	Num	High	Maintain
101.992	5.586	Num	High	Probe
107.578	10.7	Num	High	Rest
118.278	3.08	Pos	Med	Cue
121.358	10.014	Pos	Med	Encode
131.372	10.048	Pos	Med	Maintain
141.42	1.666	Pos	Med	Probe
143.086	10.777	Pos	Med	Rest
153.863	3.256	Frac	High	Cue
157.119	10.04	Frac	High	Encode
167.159	10.001	Frac	High	Maintain
177.16	6.79	Frac	High	Probe
183.95	10.8	Frac	High	Rest
194.75	3.2	Frac	Med	Cue
197.95	10.044	Frac	Med	Encode
207.994	10	Frac	Med	Maintain
217.994	5.231	Frac	Med	Probe
223.225	10.856	Frac	Med	Rest
234.081	3.087	Pos	Low	Cue
237.168	10.024	Pos	Low	Encode
247.192	10.001	Pos	Low	Maintain
257.193	1.722	Pos	Low	Probe
258.915	10.834	Pos	Low	Rest
269.749	3.116	Frac	Low	Cue
272.865	10.057	Frac	Low	Encode
282.922	10	Frac	Low	Maintain
292.922	2.134	Frac	Low	Probe
295.056	10.733	Frac	Low	Rest
305.789	3.157	Num	Med	Cue
308.946	10.01	Num	Med	Encode
318.956	10.038	Num	Med	Maintain
328.994	3.685	Num	Med	Probe
332.679	9.651	Num	Med	Rest
342.33	4.078	Frac	High	Cue
346.408	10.036	Frac	High	Encode
356.444	10.046	Frac	High	Maintain
366.49	8.434	Frac	High	Probe
374.924	10.778	Frac	High	Rest
385.702	3.7	Num	High	Cue
389.402	10.048	Num	High	Encode
399.45	10.006	Num	High	Maintain
409.456	4.282	Num	High	Probe
413.738	10.744	Num	High	Rest
424.482	3.13	Frac	Low	Cue
427.612	10.034	Frac	Low	Encode
437.646	10	Frac	Low	Maintain
447.646	3.444	Frac	Low	Probe
451.09	10.724	Frac	Low	Rest
461.814	3.13	Frac	Med	Cue
464.944	10.034	Frac	Med	Encode
474.978	10.002	Frac	Med	Maintain
484.98	9.655	Frac	Med	Probe
494.635	10.76	Frac	Med	Rest
505.395	3.14	Pos	Med	Cue
508.535	10.041	Pos	Med	Encode
518.576	10.049	Pos	Med	Maintain
528.625	2.27	Pos	Med	Probe
530.895	10.75	Pos	Med	Rest
541.645	3.22	Num	Low	Cue
544.865	10.009	Num	Low	Encode
554.874	10.026	Num	Low	Maintain
564.9	2.865	Num	Low	Probe
567.765	10.721	Num	Low	Rest
578.486	3.13	Pos	High	Cue
581.616	10.032	Pos	High	Encode
591.648	10.006	Pos	High	Maintain
601.654	3.784	Pos	High	Probe
605.438	10.772	Pos	High	Rest
616.21	3.112	Pos	Low	Cue
619.322	10.05	Pos	Low	Encode
629.372	10.005	Pos	Low	Maintain
639.377	2.639	Pos	Low	Probe
642.016	10.692	Pos	Low	Rest
652.708	3.197	Num	Med	Cue
655.905	10.044	Num	Med	Encode
665.949	10.003	Num	Med	Maintain
675.952	4.659	Num	Med	Probe
680.611	10	Num	Med	Rest
