onset	duration	trial_type	load_type	processing_stage
1.088	4.806	Frac	High	Cue
5.894	10.042	Frac	High	Encode
15.936	10.048	Frac	High	Maintain
25.984	3.925	Frac	High	Probe
29.909	10.776	Frac	High	Rest
40.685	3.152	Frac	Med	Cue
43.837	10.054	Frac	Med	Encode
53.891	9.999	Frac	Med	Maintain
63.89	1.515	Frac	Med	Probe
65.405	10.74	Frac	Med	Rest
76.145	3.5	Num	High	Cue
79.645	10.04	Num	High	Encode
89.685	10.002	Num	High	Maintain
99.687	3.878	Num	High	Probe
103.565	10.838	Num	High	Rest
114.403	3.157	Pos	Med	Cue
117.56	10.009	Pos	Med	Encode
127.569	10.001	Pos	Med	Maintain
137.57	2.594	Pos	Med	Probe
140.164	10.904	Pos	Med	Rest
151.068	3.342	Pos	Low	Cue
154.41	10.009	Pos	Low	Encode
164.419	10.001	Pos	Low	Maintain
174.42	1.361	Pos	Low	Probe
175.781	10.825	Pos	Low	Rest
186.606	3.221	Num	Med	Cue
189.827	10.01	Num	Med	Encode
199.837	10.016	Num	Med	Maintain
209.853	5.92	Num	Med	Probe
215.773	10.889	Num	Med	Rest
226.662	3.247	Frac	Low	Cue
229.909	10.009	Frac	Low	Encode
239.918	10.001	Frac	Low	Maintain
249.919	2.323	Frac	Low	Probe
252.242	10.79	Frac	Low	Rest
263.032	3.08	Pos	High	Cue
266.112	10.057	Pos	High	Encode
276.169	10.025	Pos	High	Maintain
286.194	7.829	Pos	High	Probe
294.023	10.808	Pos	High	Rest
304.831	3.16	Num	Low	Cue
307.991	10.034	Num	Low	Encode
318.025	10.002	Num	Low	Maintain
328.027	2.517	Num	Low	Probe
330.544	9.618	Num	Low	Rest
340.162	3.68	Num	High	Cue
343.842	10.035	Num	High	Encode
353.877	9.999	Num	High	Maintain
363.876	7.601	Num	High	Probe
371.477	10.823	Num	High	Rest
382.3	3.16	Frac	Low	Cue
385.46	10.011	Frac	Low	Encode
395.471	10.001	Frac	Low	Maintain
405.472	3.09	Frac	Low	Probe
408.562	10.82	Frac	Low	Rest
419.382	3.21	Num	Low	Cue
422.592	10.034	Num	Low	Encode
432.626	10.001	Num	Low	Maintain
442.627	2.446	Num	Low	Probe
445.073	10.804	Num	Low	Rest
455.877	3.379	Pos	Low	Cue
459.256	10.051	Pos	Low	Encode
469.307	10	Pos	Low	Maintain
479.307	1.751	Pos	Low	Probe
481.058	10.824	Pos	Low	Rest
491.882	3.08	Num	Med	Cue
494.962	10.041	Num	Med	Encode
505.003	10.002	Num	Med	Maintain
515.005	5.051	Num	Med	Probe
520.056	10.829	Num	Med	Rest
530.885	3.077	Pos	Med	Cue
533.962	10.01	Pos	Med	Encode
543.972	10	Pos	Med	Maintain
553.972	1.859	Pos	Med	Probe
555.831	10.835	Pos	Med	Rest
566.666	3.457	Frac	High	Cue
570.123	10.04	Frac	High	Encode
580.163	10.031	Frac	High	Maintain
590.194	7.356	Frac	High	Probe
597.55	10.866	Frac	High	Rest
608.416	3.077	Frac	Med	Cue
611.493	10.034	Frac	Med	Encode
621.527	10.002	Frac	Med	Maintain
631.529	6.215	Frac	Med	Probe
637.744	10.844	Frac	Med	Rest
648.588	5.15	Pos	High	Cue
653.738	10.028	Pos	High	Encode
663.766	10.009	Pos	High	Maintain
673.775	2.41	Pos	High	Probe
676.185	10	Pos	High	Rest
