onset	duration	trial_type	load_type	processing_stage
1.077	3.168	Frac	Med	Cue
4.245	10.032	Frac	Med	Encode
14.277	10.01	Frac	Med	Maintain
24.287	4.083	Frac	Med	Probe
28.37	10.574	Frac	Med	Rest
38.944	3.55	Pos	High	Cue
42.494	10.033	Pos	High	Encode
52.527	10.008	Pos	High	Maintain
62.535	3.593	Pos	High	Probe
66.128	10.566	Pos	High	Rest
76.694	3.167	Num	High	Cue
79.861	10.05	Num	High	Encode
89.911	10.008	Num	High	Maintain
99.919	5.738	Num	High	Probe
105.657	10.587	Num	High	Rest
116.244	3.168	Num	Low	Cue
119.412	10.032	Num	Low	Encode
129.444	10.003	Num	Low	Maintain
139.447	2.098	Num	Low	Probe
141.545	10.532	Num	Low	Rest
152.077	3.084	Num	Med	Cue
155.161	10.033	Num	Med	Encode
165.194	10.005	Num	Med	Maintain
175.199	4.258	Num	Med	Probe
179.457	10.57	Num	Med	Rest
190.027	3.134	Pos	Med	Cue
193.161	10.033	Pos	Med	Encode
203.194	10.005	Pos	Med	Maintain
213.199	3.233	Pos	Med	Probe
216.432	10.562	Pos	Med	Rest
226.994	3.167	Frac	Low	Cue
230.161	10.033	Frac	Low	Encode
240.194	10.003	Frac	Low	Maintain
250.197	3.451	Frac	Low	Probe
253.648	10.546	Frac	Low	Rest
264.194	3.417	Frac	High	Cue
267.611	10.033	Frac	High	Encode
277.644	10.007	Frac	High	Maintain
287.651	4.549	Frac	High	Probe
292.2	10.611	Frac	High	Rest
302.811	3.133	Pos	Low	Cue
305.944	10.033	Pos	Low	Encode
315.977	10.003	Pos	Low	Maintain
325.98	1.772	Pos	Low	Probe
327.752	9.525	Pos	Low	Rest
337.277	3.2	Frac	Low	Cue
340.477	10.05	Frac	Low	Encode
350.527	10.003	Frac	Low	Maintain
360.53	3.398	Frac	Low	Probe
363.928	10.516	Frac	Low	Rest
374.444	3.083	Frac	Med	Cue
377.527	10.034	Frac	Med	Encode
387.561	10.005	Frac	Med	Maintain
397.566	4.283	Frac	Med	Probe
401.849	10.545	Frac	Med	Rest
412.394	3.667	Pos	High	Cue
416.061	10.033	Pos	High	Encode
426.094	10.007	Pos	High	Maintain
436.101	4.38	Pos	High	Probe
440.481	10.58	Pos	High	Rest
451.061	3.2	Num	Low	Cue
454.261	10.05	Num	Low	Encode
464.311	10.003	Num	Low	Maintain
474.314	3.487	Num	Low	Probe
477.801	10.543	Num	Low	Rest
488.344	3.083	Pos	Med	Cue
491.427	10.05	Pos	Med	Encode
501.477	10.005	Pos	Med	Maintain
511.482	7.406	Pos	Med	Probe
518.888	10.539	Pos	Med	Rest
529.427	3.084	Num	Med	Cue
532.511	10.05	Num	Med	Encode
542.561	10.005	Num	Med	Maintain
552.566	4.003	Num	Med	Probe
556.569	10.575	Num	Med	Rest
567.144	3.2	Num	High	Cue
570.344	10.05	Num	High	Encode
580.394	10.007	Num	High	Maintain
590.401	5.328	Num	High	Probe
595.729	10.582	Num	High	Rest
606.311	3.65	Frac	High	Cue
609.961	10.033	Frac	High	Encode
619.994	10.007	Frac	High	Maintain
630.001	4.455	Frac	High	Probe
634.456	10.538	Frac	High	Rest
644.994	3.167	Pos	Low	Cue
648.161	10.05	Pos	Low	Encode
658.211	10.003	Pos	Low	Maintain
668.214	3.419	Pos	Low	Probe
671.633	10	Pos	Low	Rest
