onset	duration	trial_type	load_type	processing_stage
1.09	4.782	Frac	High	Cue
5.872	10.049	Frac	High	Encode
15.921	10.014	Frac	High	Maintain
25.935	6.227	Frac	High	Probe
32.162	10.543	Frac	High	Rest
42.705	3.083	Frac	Med	Cue
45.788	10.05	Frac	Med	Encode
55.838	10.005	Frac	Med	Maintain
65.843	4.589	Frac	Med	Probe
70.432	10.573	Frac	Med	Rest
81.005	3.116	Pos	Low	Cue
84.121	10.05	Pos	Low	Encode
94.171	10.003	Pos	Low	Maintain
104.174	2.162	Pos	Low	Probe
106.336	10.585	Pos	Low	Rest
116.921	3.367	Frac	Low	Cue
120.288	10.033	Frac	Low	Encode
130.321	10.003	Frac	Low	Maintain
140.324	5.676	Frac	Low	Probe
146	10.538	Frac	Low	Rest
156.538	3.417	Num	High	Cue
159.955	10.033	Num	High	Encode
169.988	10.008	Num	High	Maintain
179.996	6.085	Num	High	Probe
186.081	10.574	Num	High	Rest
196.655	3.133	Pos	Med	Cue
199.788	10.033	Pos	Med	Encode
209.821	10.005	Pos	Med	Maintain
219.826	5.271	Pos	Med	Probe
225.097	10.558	Pos	Med	Rest
235.655	3.133	Num	Med	Cue
238.788	10.033	Num	Med	Encode
248.821	10.005	Num	Med	Maintain
258.826	4.318	Num	Med	Probe
263.144	10.561	Num	Med	Rest
273.705	3.083	Num	Low	Cue
276.788	10.033	Num	Low	Encode
286.821	10.003	Num	Low	Maintain
296.824	3.496	Num	Low	Probe
300.32	10.585	Num	Low	Rest
310.905	4.133	Pos	High	Cue
315.038	10.05	Pos	High	Encode
325.088	10.007	Pos	High	Maintain
335.095	2.617	Pos	High	Probe
337.712	9.576	Pos	High	Rest
347.288	3.583	Frac	High	Cue
350.871	10.034	Frac	High	Encode
360.905	10.007	Frac	High	Maintain
370.912	4.833	Frac	High	Probe
375.745	10.576	Frac	High	Rest
386.321	3.384	Num	Low	Cue
389.705	10.033	Num	Low	Encode
399.738	10.003	Num	Low	Maintain
409.741	1.988	Num	Low	Probe
411.729	10.559	Num	Low	Rest
422.288	3.767	Pos	High	Cue
426.055	10.05	Pos	High	Encode
436.105	10.007	Pos	High	Maintain
446.112	3.769	Pos	High	Probe
449.881	10.557	Pos	High	Rest
460.438	3.117	Frac	Med	Cue
463.555	10.05	Frac	Med	Encode
473.605	10.005	Frac	Med	Maintain
483.61	5.07	Frac	Med	Probe
488.68	10.541	Frac	Med	Rest
499.221	3.317	Pos	Low	Cue
502.538	10.033	Pos	Low	Encode
512.571	10.003	Pos	Low	Maintain
522.574	2.635	Pos	Low	Probe
525.209	10.579	Pos	Low	Rest
535.788	3.117	Num	Med	Cue
538.905	10.051	Num	Med	Encode
548.956	10.037	Num	Med	Maintain
558.993	3.855	Num	Med	Probe
562.848	10.523	Num	Med	Rest
573.371	3.084	Pos	Med	Cue
576.455	10.033	Pos	Med	Encode
586.488	10.004	Pos	Med	Maintain
596.492	2.244	Pos	Med	Probe
598.736	10.585	Pos	Med	Rest
609.321	3.134	Frac	Low	Cue
612.455	10.033	Frac	Low	Encode
622.488	10.003	Frac	Low	Maintain
632.491	2.293	Frac	Low	Probe
634.784	10.504	Frac	Low	Rest
645.288	3.883	Num	High	Cue
649.171	10.05	Num	High	Encode
659.221	10.007	Num	High	Maintain
669.228	6.733	Num	High	Probe
675.961	10	Num	High	Rest
