onset	duration	trial_type	load_type	processing_stage
1.086	3.083	Num	Med	Cue
4.169	10.051	Num	Med	Encode
14.22	10.004	Num	Med	Maintain
24.224	3.164	Num	Med	Probe
27.388	10.581	Num	Med	Rest
37.969	3.117	Num	Low	Cue
41.086	10.05	Num	Low	Encode
51.136	10.002	Num	Low	Maintain
61.138	3.433	Num	Low	Probe
64.571	10.515	Num	Low	Rest
75.086	3.317	Pos	High	Cue
78.403	10.033	Pos	High	Encode
88.436	10.003	Pos	High	Maintain
98.439	5.724	Pos	High	Probe
104.163	10.523	Pos	High	Rest
114.686	7.367	Num	High	Cue
122.053	10.033	Num	High	Encode
132.086	10.003	Num	High	Maintain
142.089	4.915	Num	High	Probe
147.004	10.549	Num	High	Rest
157.553	3.166	Frac	Low	Cue
160.719	10.034	Frac	Low	Encode
170.753	10.001	Frac	Low	Maintain
180.754	2.962	Frac	Low	Probe
183.716	10.503	Frac	Low	Rest
194.219	3.084	Frac	Med	Cue
197.303	10.033	Frac	Med	Encode
207.336	10.002	Frac	Med	Maintain
217.338	4.801	Frac	Med	Probe
222.139	10.53	Frac	Med	Rest
232.669	3.217	Frac	High	Cue
235.886	10.033	Frac	High	Encode
245.919	10.003	Frac	High	Maintain
255.922	5.817	Frac	High	Probe
261.739	10.514	Frac	High	Rest
272.253	3.133	Pos	Low	Cue
275.386	10.033	Pos	Low	Encode
285.419	10.002	Pos	Low	Maintain
295.421	5.367	Pos	Low	Probe
300.788	10.515	Pos	Low	Rest
311.303	3.083	Pos	Med	Cue
314.386	10.033	Pos	Med	Encode
324.419	10.002	Pos	Med	Maintain
334.421	4.463	Pos	Med	Probe
338.884	9.502	Pos	Med	Rest
348.386	3.467	Pos	High	Cue
351.853	10.033	Pos	High	Encode
361.886	10.008	Pos	High	Maintain
371.894	3.254	Pos	High	Probe
375.148	10.538	Pos	High	Rest
385.686	3.117	Num	Med	Cue
388.803	10.05	Num	Med	Encode
398.853	10.002	Num	Med	Maintain
408.855	5.196	Num	Med	Probe
414.051	10.502	Num	Med	Rest
424.553	3.25	Frac	High	Cue
427.803	10.05	Frac	High	Encode
437.853	10.003	Frac	High	Maintain
447.856	3.171	Frac	High	Probe
451.027	10.576	Frac	High	Rest
461.603	3.083	Pos	Low	Cue
464.686	10.033	Pos	Low	Encode
474.719	10.001	Pos	Low	Maintain
484.72	3.187	Pos	Low	Probe
487.907	10.529	Pos	Low	Rest
498.436	3.083	Frac	Med	Cue
501.519	10.034	Frac	Med	Encode
511.553	10.002	Frac	Med	Maintain
521.555	5.713	Frac	Med	Probe
527.268	10.535	Frac	Med	Rest
537.803	3.083	Frac	Low	Cue
540.886	10.05	Frac	Low	Encode
550.936	10.001	Frac	Low	Maintain
560.937	3.635	Frac	Low	Probe
564.572	10.531	Frac	Low	Rest
575.103	3.2	Num	Low	Cue
578.303	10.05	Num	Low	Encode
588.353	10.001	Num	Low	Maintain
598.354	6.362	Num	Low	Probe
604.716	10.503	Num	Low	Rest
615.219	4.434	Num	High	Cue
619.653	10.033	Num	High	Encode
629.686	10.004	Num	High	Maintain
639.69	8.889	Num	High	Probe
648.579	10.524	Num	High	Rest
659.103	3.133	Pos	Med	Cue
662.236	10.033	Pos	Med	Encode
672.269	10.002	Pos	Med	Maintain
682.271	1.845	Pos	Med	Probe
684.116	10	Pos	Med	Rest
