onset	duration	trial_type	load_type	processing_stage
1.115	3.157	Pos	Low	Cue
4.272	10.034	Pos	Low	Encode
14.306	10.001	Pos	Low	Maintain
24.307	2.151	Pos	Low	Probe
26.458	10.827	Pos	Low	Rest
37.285	3.323	Num	Low	Cue
40.608	10.011	Num	Low	Encode
50.619	10.001	Num	Low	Maintain
60.62	3.292	Num	Low	Probe
63.912	10.811	Num	Low	Rest
74.723	3.225	Frac	Low	Cue
77.948	10.052	Frac	Low	Encode
88	10	Frac	Low	Maintain
98	2.971	Frac	Low	Probe
100.971	10.804	Frac	Low	Rest
111.775	3.09	Num	High	Cue
114.865	10.044	Num	High	Encode
124.909	10.03	Num	High	Maintain
134.939	10.015	Num	High	Probe
144.954	10.801	Num	High	Rest
155.755	3.191	Frac	High	Cue
158.946	10.059	Frac	High	Encode
169.005	10.032	Frac	High	Maintain
179.037	9.352	Frac	High	Probe
188.389	10.857	Frac	High	Rest
199.246	3.081	Pos	Med	Cue
202.327	10.01	Pos	Med	Encode
212.337	9.999	Pos	Med	Maintain
222.336	5.183	Pos	Med	Probe
227.519	10.842	Pos	Med	Rest
238.361	3.081	Num	Med	Cue
241.442	10.008	Num	Med	Encode
251.45	9.999	Num	Med	Maintain
261.449	6.327	Num	Med	Probe
267.776	10.886	Num	Med	Rest
278.662	3.349	Pos	High	Cue
282.011	10.045	Pos	High	Encode
292.056	10.049	Pos	High	Maintain
302.105	5.594	Pos	High	Probe
307.699	10.769	Pos	High	Rest
318.468	3.13	Frac	Med	Cue
321.598	10.01	Frac	Med	Encode
331.608	10	Frac	Med	Maintain
341.608	6.148	Frac	Med	Probe
347.756	9.593	Frac	Med	Rest
357.349	3.08	Num	Low	Cue
360.429	10.002	Num	Low	Encode
370.431	10.031	Num	Low	Maintain
380.462	2.867	Num	Low	Probe
383.329	10.798	Num	Low	Rest
394.127	3.09	Pos	Med	Cue
397.217	10.057	Pos	Med	Encode
407.274	10	Pos	Med	Maintain
417.274	5.298	Pos	Med	Probe
422.572	10.788	Pos	Med	Rest
433.36	3.151	Frac	Med	Cue
436.511	10.034	Frac	Med	Encode
446.545	10.002	Frac	Med	Maintain
456.547	7.422	Frac	Med	Probe
463.969	10.879	Frac	Med	Rest
474.848	3.37	Num	High	Cue
478.218	10.01	Num	High	Encode
488.228	10	Num	High	Maintain
498.228	3.371	Num	High	Probe
501.599	10.783	Num	High	Rest
512.382	3.09	Pos	High	Cue
515.472	10.024	Pos	High	Encode
525.496	10.002	Pos	High	Maintain
535.498	5.066	Pos	High	Probe
540.564	10.768	Pos	High	Rest
551.332	3.402	Frac	High	Cue
554.734	10.009	Frac	High	Encode
564.743	10.001	Frac	High	Maintain
574.744	10.034	Frac	High	Probe
584.778	10.788	Frac	High	Rest
595.566	3.09	Num	Med	Cue
598.656	10.039	Num	Med	Encode
608.695	10.049	Num	Med	Maintain
618.744	4.095	Num	Med	Probe
622.839	10.846	Num	Med	Rest
633.685	3.281	Frac	Low	Cue
636.966	10.033	Frac	Low	Encode
646.999	10.002	Frac	Low	Maintain
657.001	3.788	Frac	Low	Probe
660.789	10.794	Frac	Low	Rest
671.583	3.14	Pos	Low	Cue
674.723	10.026	Pos	Low	Encode
684.749	10.001	Pos	Low	Maintain
694.75	6.19	Pos	Low	Probe
700.94	10	Pos	Low	Rest
