onset	duration	trial_type	load_type	processing_stage
1.124	3.162	Pos	Med	Cue
4.286	10.04	Pos	Med	Encode
14.326	10	Pos	Med	Maintain
24.326	3.061	Pos	Med	Probe
27.387	10.898	Pos	Med	Rest
38.285	3.403	Num	High	Cue
41.688	10.04	Num	High	Encode
51.728	10.048	Num	High	Maintain
61.776	7.499	Num	High	Probe
69.275	10.772	Num	High	Rest
80.047	3.22	Pos	High	Cue
83.267	10.041	Pos	High	Encode
93.308	10.043	Pos	High	Maintain
103.351	6.439	Pos	High	Probe
109.79	10.816	Pos	High	Rest
120.606	3.16	Num	Low	Cue
123.766	10.034	Num	Low	Encode
133.8	10.001	Num	Low	Maintain
143.801	6.481	Num	Low	Probe
150.282	10.775	Num	Low	Rest
161.057	3.16	Frac	Low	Cue
164.217	10.007	Frac	Low	Encode
174.224	10.047	Frac	Low	Maintain
184.271	2.664	Frac	Low	Probe
186.935	10.833	Frac	Low	Rest
197.768	3.12	Num	Med	Cue
200.888	10.01	Num	Med	Encode
210.898	10.048	Num	Med	Maintain
220.946	3.847	Num	Med	Probe
224.793	10.848	Num	Med	Rest
235.641	3.582	Frac	High	Cue
239.223	10.042	Frac	High	Encode
249.265	10.048	Frac	High	Maintain
259.313	4.677	Frac	High	Probe
263.99	10.769	Frac	High	Rest
274.759	3.464	Pos	Low	Cue
278.223	10.028	Pos	Low	Encode
288.251	10.002	Pos	Low	Maintain
298.253	2.231	Pos	Low	Probe
300.484	10.771	Pos	Low	Rest
311.255	3.13	Frac	Med	Cue
314.385	10.034	Frac	Med	Encode
324.419	10.002	Frac	Med	Maintain
334.421	3.365	Frac	Med	Probe
337.786	9.605	Frac	Med	Rest
347.391	3.17	Pos	Med	Cue
350.561	10.04	Pos	Med	Encode
360.601	10.048	Pos	Med	Maintain
370.649	2.693	Pos	Med	Probe
373.342	10.834	Pos	Med	Rest
384.176	3.21	Num	High	Cue
387.386	10.034	Num	High	Encode
397.42	10.002	Num	High	Maintain
407.422	4.088	Num	High	Probe
411.51	10.834	Num	High	Rest
422.344	5.473	Pos	High	Cue
427.817	10.051	Pos	High	Encode
437.868	10.001	Pos	High	Maintain
447.869	4.072	Pos	High	Probe
451.941	10.836	Pos	High	Rest
462.777	3.077	Num	Low	Cue
465.854	10.034	Num	Low	Encode
475.888	10.002	Num	Low	Maintain
485.89	3.351	Num	Low	Probe
489.241	10.816	Num	Low	Rest
500.057	3.09	Frac	Med	Cue
503.147	10.044	Frac	Med	Encode
513.191	10.046	Frac	Med	Maintain
523.237	3.637	Frac	Med	Probe
526.874	10.824	Frac	Med	Rest
537.698	3.16	Num	Med	Cue
540.858	10.034	Num	Med	Encode
550.892	9.999	Num	Med	Maintain
560.891	6.096	Num	Med	Probe
566.987	10.882	Num	Med	Rest
577.869	3.187	Frac	Low	Cue
581.056	10.007	Frac	Low	Encode
591.063	10.047	Frac	Low	Maintain
601.11	3.352	Frac	Low	Probe
604.462	10.846	Frac	Low	Rest
615.308	3.09	Pos	Low	Cue
618.398	10.056	Pos	Low	Encode
628.454	10	Pos	Low	Maintain
638.454	2.274	Pos	Low	Probe
640.728	10.882	Pos	Low	Rest
651.61	4.529	Frac	High	Cue
656.139	10.026	Frac	High	Encode
666.165	10.046	Frac	High	Maintain
676.211	6.937	Frac	High	Probe
683.148	10	Frac	High	Rest
