onset	duration	trial_type	load_type	processing_stage
1.105	3.288	Num	High	Cue
4.393	10.044	Num	High	Encode
14.437	10.015	Num	High	Maintain
24.452	4.217	Num	High	Probe
28.669	10.782	Num	High	Rest
39.451	3.512	Frac	Low	Cue
42.963	10.054	Frac	Low	Encode
53.017	10.001	Frac	Low	Maintain
63.018	2.811	Frac	Low	Probe
65.829	10.761	Frac	Low	Rest
76.59	3.167	Num	Med	Cue
79.757	10.01	Num	Med	Encode
89.767	10	Num	Med	Maintain
99.767	2.165	Num	Med	Probe
101.932	10.836	Num	Med	Rest
112.768	3.192	Num	Low	Cue
115.96	10.01	Num	Low	Encode
125.97	10.049	Num	Low	Maintain
136.019	3.638	Num	Low	Probe
139.657	10.773	Num	Low	Rest
150.43	3.08	Pos	Med	Cue
153.51	10.009	Pos	Med	Encode
163.519	10.001	Pos	Med	Maintain
173.52	2.691	Pos	Med	Probe
176.211	10.835	Pos	Med	Rest
187.046	3.389	Pos	Low	Cue
190.435	10.05	Pos	Low	Encode
200.485	10	Pos	Low	Maintain
210.485	2.843	Pos	Low	Probe
213.328	10.777	Pos	Low	Rest
224.105	3.966	Frac	High	Cue
228.071	10.02	Frac	High	Encode
238.091	10.002	Frac	High	Maintain
248.093	6.664	Frac	High	Probe
254.757	10.889	Frac	High	Rest
265.646	3.117	Frac	Med	Cue
268.763	10.06	Frac	Med	Encode
278.823	10	Frac	Med	Maintain
288.823	4.476	Frac	Med	Probe
293.299	10.799	Frac	Med	Rest
304.098	4.107	Pos	High	Cue
308.205	10.024	Pos	High	Encode
318.229	10	Pos	High	Maintain
328.229	4.832	Pos	High	Probe
333.061	9.637	Pos	High	Rest
342.698	3.11	Num	Low	Cue
345.808	10.054	Num	Low	Encode
355.862	10	Num	Low	Maintain
365.862	1.988	Num	Low	Probe
367.85	10.856	Num	Low	Rest
378.706	3.161	Frac	High	Cue
381.867	10.039	Frac	High	Encode
391.906	10.049	Frac	High	Maintain
401.955	6.28	Frac	High	Probe
408.235	10.832	Frac	High	Rest
419.067	3.13	Pos	Med	Cue
422.197	10.009	Pos	Med	Encode
432.206	10.001	Pos	Med	Maintain
442.207	4.278	Pos	Med	Probe
446.485	10.831	Pos	Med	Rest
457.316	4.264	Num	High	Cue
461.58	10.042	Num	High	Encode
471.622	10.001	Num	High	Maintain
481.623	6.322	Num	High	Probe
487.945	10.838	Num	High	Rest
498.783	3.3	Pos	High	Cue
502.083	10.041	Pos	High	Encode
512.124	10.002	Pos	High	Maintain
522.126	3.749	Pos	High	Probe
525.875	10.828	Pos	High	Rest
536.703	3.16	Num	Med	Cue
539.863	10.011	Num	Med	Encode
549.874	10.001	Num	Med	Maintain
559.875	2.774	Num	Med	Probe
562.649	10.854	Num	Med	Rest
573.503	3.077	Frac	Med	Cue
576.58	10.034	Frac	Med	Encode
586.614	10.062	Frac	Med	Maintain
596.676	4.699	Frac	Med	Probe
601.375	10.746	Frac	Med	Rest
612.121	3.6	Pos	Low	Cue
615.721	10.039	Pos	Low	Encode
625.76	10.049	Pos	Low	Maintain
635.809	3.311	Pos	Low	Probe
639.12	10.794	Pos	Low	Rest
649.914	3.463	Frac	Low	Cue
653.377	10.023	Frac	Low	Encode
663.4	10	Frac	Low	Maintain
673.4	3.6	Frac	Low	Probe
677	10	Frac	Low	Rest
